condominio,quartos,suites,vagas,area,bairro,preco,pm2
130,1,1.0,1.0,50,Tatuapé,315000,6300.0
740,2,1.0,1.0,70,Tatuapé,430000,6142.86
473,2,1.0,1.0,72,Tatuapé,430000,5972.22
389,2,1.0,1.0,45,Tatuapé,350000,7777.78
546,2,1.0,1.0,67,Tatuapé,460000,6865.67
550,2,1.0,1.0,80,Tatuapé,465000,5812.5
540,2,1.0,1.0,100,Tatuapé,550000,5500.0
650,2,1.0,1.0,71,Tatuapé,510000,7183.1
661,2,1.0,1.0,75,Tatuapé,450000,6000.0
210,2,1.0,1.0,80,Tatuapé,370000,4625.0
800,2,1.0,1.0,80,Tatuapé,340000,4250.0
600,2,1.0,1.0,60,Tatuapé,380000,6333.33
620,2,1.0,1.0,90,Tatuapé,630000,7000.0
530,2,1.0,1.0,60,Tatuapé,330000,5500.0
468,2,2.0,1.0,65,Tatuapé,430000,6615.38
710,2,1.0,1.0,76,Tatuapé,600000,7894.74
711,2,1.0,1.0,83,Tatuapé,380000,4578.31
669,2,1.0,1.0,70,Tatuapé,550000,7857.14
680,2,2.0,1.0,65,Tatuapé,390000,6000.0
700,2,2.0,1.0,70,Tatuapé,350000,5000.0
730,2,1.0,1.0,61,Tatuapé,350000,5737.7
640,2,1.0,1.0,70,Tatuapé,435000,6214.29
530,2,1.0,1.0,72,Tatuapé,420000,5833.33
600,2,1.0,1.0,75,Tatuapé,400000,5333.33
650,2,2.0,1.0,63,Tatuapé,590000,9365.08
700,2,1.0,1.0,90,Tatuapé,625000,6944.44
750,2,1.0,1.0,98,Tatuapé,460000,4693.88
260,2,1.0,1.0,78,Tatuapé,400000,5128.21
560,2,1.0,1.0,66,Tatuapé,380000,5757.58
250,2,1.0,0.0,66,Tatuapé,250000,3787.88
1206,2,1.0,1.0,77,Tatuapé,450000,5844.16
250,2,1.0,1.0,60,Tatuapé,305000,5083.33
500,2,2.0,1.0,70,Tatuapé,599000,8557.14
428,2,1.0,1.0,86,Tatuapé,248000,2883.72
650,2,1.0,1.0,78,Tatuapé,580000,7435.9
500,3,1.0,2.0,103,Tatuapé,579999,5631.06
800,3,1.0,2.0,99,Tatuapé,700000,7070.71
800,3,1.0,2.0,97,Tatuapé,630000,6494.85
330,3,1.0,2.0,94,Tatuapé,400000,4255.32
930,3,1.0,2.0,150,Tatuapé,894000,5960.0
500,3,1.0,1.0,80,Tatuapé,228000,2850.0
712,3,1.0,1.0,100,Tatuapé,800000,8000.0
950,3,1.0,2.0,120,Tatuapé,640000,5333.33
800,3,1.0,2.0,79,Tatuapé,540000,6835.44
800,3,1.0,1.0,86,Tatuapé,640000,7441.86
890,3,1.0,2.0,130,Tatuapé,560000,4307.69
200,3,1.0,2.0,80,Tatuapé,450000,5625.0
792,3,1.0,1.0,94,Tatuapé,630000,6702.13
700,3,1.0,1.0,118,Tatuapé,650000,5508.47
750,3,1.0,1.0,94,Tatuapé,580000,6170.21
230,3,1.0,1.0,90,Tatuapé,550000,6111.11
1113,3,1.0,2.0,120,Tatuapé,749000,6241.67
890,3,1.0,2.0,130,Tatuapé,700000,5384.62
630,3,1.0,1.0,81,Tatuapé,320000,3950.62
300,3,1.0,1.0,110,Tatuapé,550000,5000.0
483,3,1.0,1.0,80,Tatuapé,460000,5750.0
400,3,1.0,1.0,114,Tatuapé,650000,5701.75
1122,3,1.0,2.0,107,Tatuapé,750000,7009.35
560,3,1.0,1.0,93,Tatuapé,370000,3978.49
500,3,1.0,1.0,200,Tatuapé,615000,3075.0
1100,3,1.0,2.0,118,Tatuapé,620000,5254.24
400,1,1.0,1.0,25,Jardins,520000,20800.0
550,1,1.0,1.0,55,Jardins,750000,13636.36
500,1,1.0,1.0,36,Jardins,975000,27083.33
500,1,1.0,1.0,48,Jardins,1000000,20833.33
565,1,1.0,1.0,33,Jardins,690000,20909.09
663,1,1.0,1.0,37,Jardins,750000,20270.27
600,1,0.0,0.0,30,Jardins,499000,16633.33
628,1,1.0,1.0,65,Jardins,900000,13846.15
2500,1,1.0,1.0,40,Jardins,1300000,32500.0
600,1,1.0,1.0,50,Jardins,1575000,31500.0
650,1,1.0,1.0,46,Jardins,750000,16304.35
605,1,1.0,1.0,50,Jardins,1050000,21000.0
598,1,1.0,1.0,35,Jardins,500000,14285.71
580,1,1.0,2.0,52,Jardins,899000,17288.46
1190,1,1.0,1.0,50,Jardins,1100000,22000.0
1045,1,1.0,2.0,108,Jardins,1700000,15740.74
600,1,1.0,1.0,30,Jardins,680000,22666.67
750,1,1.0,1.0,36,Jardins,660000,18333.33
490,1,1.0,1.0,33,Jardins,515000,15606.06
400,1,1.0,1.0,55,Jardins,920000,16727.27
1800,1,1.0,1.0,50,Jardins,1350000,27000.0
380,1,1.0,1.0,48,Jardins,790000,16458.33
715,1,1.0,1.0,56,Jardins,1050000,18750.0
2480,2,1.0,1.0,90,Jardins,1580000,17555.56
450,2,1.0,2.0,70,Jardins,1050000,15000.0
1,2,2.0,1.0,65,Jardins,1000000,15384.62
1650,2,2.0,1.0,75,Jardins,1250000,16666.67
4011,2,2.0,2.0,70,Jardins,2000000,28571.43
750,2,1.0,1.0,75,Jardins,1070000,14266.67
300,2,2.0,1.0,90,Jardins,1500000,16666.67
980,2,1.0,1.0,100,Jardins,1450000,14500.0
1885,2,1.0,2.0,147,Jardins,3950000,26870.75
1520,2,1.0,1.0,70,Jardins,960000,13714.29
720,2,2.0,1.0,70,Jardins,990000,14142.86
1200,2,1.0,1.0,76,Jardins,1400000,18421.05
700,2,1.0,1.0,70,Jardins,900000,12857.14
800,2,1.0,1.0,75,Jardins,1150000,15333.33
455,2,2.0,2.0,110,Jardins,1550000,14090.91
2000,2,2.0,1.0,87,Jardins,2300000,26436.78
780,2,1.0,1.0,60,Jardins,699000,11650.0
814,2,1.0,1.0,82,Jardins,1500000,18292.68
700,2,1.0,1.0,78,Jardins,1100000,14102.56
3090,2,1.0,2.0,180,Jardins,2800000,15555.56
1500,2,1.0,1.0,80,Jardins,1900000,23750.0
430,2,1.0,2.0,76,Jardins,840000,11052.63
850,2,1.0,2.0,83,Jardins,1900000,22891.57
900,2,1.0,1.0,70,Jardins,1350000,19285.71
1800,2,1.0,1.0,110,Jardins,1800000,16363.64
3800,2,2.0,2.0,60,Jardins,2350000,39166.67
600,2,1.0,1.0,65,Jardins,950000,14615.38
900,2,1.0,1.0,70,Jardins,910000,13000.0
760,2,1.0,1.0,70,Jardins,650000,9285.71
1463,3,1.0,1.0,130,Jardins,3400000,26153.85
1700,3,3.0,1.0,110,Jardins,1780000,16181.82
1,3,3.0,4.0,359,Jardins,11000000,30640.67
1500,3,1.0,2.0,160,Jardins,3700000,23125.0
1310,3,3.0,1.0,172,Jardins,5900000,34302.33
1450,3,1.0,2.0,90,Jardins,849000,9433.33
1070,3,1.0,1.0,134,Jardins,950000,7089.55
1500,3,1.0,1.0,124,Jardins,2500000,20161.29
1000,3,1.0,1.0,126,Jardins,1890000,15000.0
1000,3,1.0,1.0,115,Jardins,1490000,12956.52
930,3,1.0,1.0,130,Jardins,1500000,11538.46
2500,3,1.0,2.0,135,Jardins,3400000,25185.19
2500,3,1.0,2.0,250,Jardins,4500000,18000.0
1200,3,1.0,1.0,120,Jardins,2800000,23333.33
1600,3,1.0,1.0,110,Jardins,1850000,16818.18
1620,3,1.0,1.0,162,Jardins,3500000,21604.94
2800,3,1.0,1.0,160,Jardins,3000000,18750.0
1400,3,1.0,2.0,140,Jardins,1730000,12357.14
950,3,1.0,2.0,110,Jardins,1999000,18172.73
120,3,1.0,1.0,125,Jardins,1789000,14312.0
745,3,1.0,1.0,76,Jardins,1490000,19605.26
1200,3,1.0,1.0,70,Jardins,1380000,19714.29
1575,3,1.0,1.0,103,Jardins,1750000,16990.29
2000,3,1.0,1.0,130,Jardins,2900000,22307.69
3200,3,1.0,2.0,107,Jardins,3950000,36915.89
1517,3,1.0,1.0,110,Jardins,1890000,17181.82
1200,3,3.0,1.0,105,Jardins,900000,8571.43
4500,3,1.0,1.0,200,Jardins,6500000,32500.0
900,3,1.0,1.0,130,Jardins,1500000,11538.46
1600,3,1.0,1.0,150,Jardins,2800000,18666.67
3800,3,1.0,2.0,250,Jardins,6800000,27200.0
2600,3,2.0,1.0,140,Jardins,3200000,22857.14
2600,3,1.0,2.0,150,Jardins,3700000,24666.67
1500,3,1.0,1.0,144,Jardins,2380000,16527.78
2100,3,1.0,1.0,185,Jardins,3500000,18918.92
1600,3,1.0,2.0,120,Jardins,2480000,20666.67
1400,3,1.0,1.0,105,Jardins,1950000,18571.43
1650,3,1.0,2.0,138,Jardins,2700000,19565.22
1250,3,2.0,1.0,118,Jardins,1990000,16864.41
1700,3,1.0,2.0,113,Jardins,3200000,28318.58
1500,3,1.0,1.0,100,Jardins,1345000,13450.0
990,3,1.0,1.0,110,Jardins,1800000,16363.64
545,1,0.0,0.0,35,Jardim Europa,730000,20857.14
450,1,1.0,1.0,43,Jardim Europa,679000,15790.7
1570,1,1.0,1.0,35,Jardim Europa,1350000,38571.43
520,1,1.0,1.0,50,Jardim Europa,850000,17000.0
415,1,1.0,0.0,49,Jardim Europa,650000,13265.31
545,1,1.0,0.0,35,Jardim Europa,730000,20857.14
650,1,1.0,0.0,46,Jardim Europa,680000,14782.61
400,1,0.0,0.0,27,Jardim Europa,445000,16481.48
604,1,1.0,1.0,50,Jardim Europa,980000,19600.0
360,1,0.0,0.0,45,Jardim Europa,790000,17555.56
450,1,1.0,0.0,50,Jardim Europa,650000,13000.0
1800,1,1.0,1.0,45,Jardim Europa,1350000,30000.0
1670,1,1.0,1.0,44,Jardim Europa,1250000,28409.09
1450,1,1.0,1.0,50,Jardim Europa,1299000,25980.0
760,1,1.0,0.0,64,Jardim Europa,1375000,21484.38
400,1,1.0,3.0,55,Jardim Europa,610000,11090.91
1600,1,1.0,1.0,50,Jardim Europa,1733000,34660.0
950,1,0.0,0.0,75,Jardim Europa,1550000,20666.67
500,1,1.0,1.0,33,Jardim Europa,1000000,30303.03
1750,1,1.0,3.0,170,Jardim Europa,4000000,23529.41
320,2,2.0,1.0,50,Jardim Europa,1100000,22000.0
800,2,1.0,1.0,111,Jardim Europa,2300000,20720.72
1036,2,1.0,1.0,65,Jardim Europa,1200000,18461.54
840,2,2.0,1.0,46,Jardim Europa,1150000,25000.0
1866,2,2.0,2.0,206,Jardim Europa,2900000,14077.67
1550,2,2.0,1.0,92,Jardim Europa,2300000,25000.0
894,2,0.0,0.0,70,Jardim Europa,1130000,16142.86
550,2,1.0,2.0,56,Jardim Europa,945000,16875.0
780,2,1.0,1.0,70,Jardim Europa,1500000,21428.57
800,2,1.0,1.0,80,Jardim Europa,1440000,18000.0
2000,2,1.0,2.0,149,Jardim Europa,3500000,23489.93
1560,2,1.0,1.0,80,Jardim Europa,1490000,18625.0
1100,2,1.0,1.0,90,Jardim Europa,1100000,12222.22
1160,2,1.0,1.0,100,Jardim Europa,1700000,17000.0
950,2,2.0,1.0,60,Jardim Europa,1050000,17500.0
1800,2,1.0,1.0,91,Jardim Europa,2500000,27472.53
1600,2,2.0,1.0,92,Jardim Europa,3000000,32608.7
1300,2,2.0,2.0,149,Jardim Europa,2450000,16442.95
860,2,0.0,1.0,68,Jardim Europa,1600000,23529.41
750,2,1.0,1.0,77,Jardim Europa,1400000,18181.82
750,2,1.0,1.0,113,Jardim Europa,2550000,22566.37
1200,2,1.0,1.0,76,Jardim Europa,1290000,16973.68
1070,2,0.0,1.0,72,Jardim Europa,920000,12777.78
650,2,1.0,1.0,70,Jardim Europa,700000,10000.0
1300,2,1.0,1.0,66,Jardim Europa,1365000,20681.82
1900,2,1.0,2.0,95,Jardim Europa,1600000,16842.11
1100,2,2.0,1.0,68,Jardim Europa,950000,13970.59
450,2,2.0,1.0,70,Jardim Europa,1180000,16857.14
1050,2,1.0,1.0,65,Jardim Europa,1050000,16153.85
500,3,0.0,1.0,90,Jardim Europa,1350000,15000.0
3600,3,1.0,1.0,160,Jardim Europa,4000000,25000.0
1200,3,1.0,1.0,120,Jardim Europa,1700000,14166.67
1200,3,1.0,2.0,115,Jardim Europa,1550000,13478.26
6500,3,1.0,2.0,260,Jardim Europa,10500000,40384.62
1115,3,1.0,2.0,84,Jardim Europa,1250000,14880.95
1350,3,1.0,1.0,96,Jardim Europa,2300000,23958.33
600,3,1.0,1.0,85,Jardim Europa,1700000,20000.0
1100,3,1.0,2.0,100,Jardim Europa,2400000,24000.0
2009,3,1.0,1.0,104,Jardim Europa,3500000,33653.85
2520,3,1.0,1.0,130,Jardim Europa,2250000,17307.69
3080,3,1.0,2.0,156,Jardim Europa,3400000,21794.87
1400,3,1.0,1.0,120,Jardim Europa,2100000,17500.0
1500,3,1.0,1.0,182,Jardim Europa,3080000,16923.08
2250,3,1.0,2.0,128,Jardim Europa,2980000,23281.25
4000,3,1.0,2.0,160,Jardim Europa,5900000,36875.0
1060,3,1.0,1.0,85,Jardim Europa,1950000,22941.18
1700,3,2.0,2.0,100,Jardim Europa,1690000,16900.0
1400,3,2.0,1.0,110,Jardim Europa,2100000,19090.91
1680,3,3.0,2.0,130,Jardim Europa,4000000,30769.23
1000,3,1.0,1.0,94,Jardim Europa,2190000,23297.87
1600,3,1.0,1.0,132,Jardim Europa,2650000,20075.76
800,3,2.0,1.0,90,Jardim Europa,1850000,20555.56
1124,3,1.0,1.0,145,Jardim Europa,2490000,17172.41
1500,3,3.0,2.0,137,Jardim Europa,3200000,23357.66
1050,3,1.0,1.0,131,Jardim Europa,2599000,19839.69
1200,3,1.0,1.0,88,Jardim Europa,1550000,17613.64
1080,3,1.0,1.0,105,Jardim Europa,1650000,15714.29
2500,3,1.0,2.0,220,Jardim Europa,6500000,29545.45
1880,3,1.0,1.0,140,Jardim Europa,3640000,26000.0
900,3,1.0,1.0,130,Jardim Europa,2107000,16207.69
709,3,1.0,1.0,80,Jardim Europa,1750000,21875.0
951,3,1.0,1.0,100,Jardim Europa,1800000,18000.0
1600,3,1.0,1.0,95,Jardim Europa,2100000,22105.26
1127,3,1.0,1.0,100,Jardim Europa,1950000,19500.0
3300,3,1.0,1.0,105,Jardim Europa,2390000,22761.9
2250,3,1.0,2.0,150,Jardim Europa,2740000,18266.67
1200,3,1.0,1.0,100,Jardim Europa,2090000,20900.0
330,1,1.0,1.0,38,Alphavile,389999,10263.13
480,1,1.0,1.0,50,Alphavile,400000,8000.0
500,1,1.0,1.0,56,Alphavile,370000,6607.14
550,1,1.0,1.0,37,Alphavile,318000,8594.59
411,1,1.0,1.0,48,Alphavile,230000,4791.67
385,1,1.0,1.0,58,Alphavile,370000,6379.31
655,1,1.0,1.0,50,Alphavile,400000,8000.0
456,1,1.0,1.0,33,Alphavile,330000,10000.0
315,1,1.0,1.0,50,Alphavile,224999,4499.98
490,1,1.0,1.0,46,Alphavile,430000,9347.83
450,1,0.0,1.0,40,Alphavile,339000,8475.0
450,1,1.0,1.0,46,Alphavile,320000,6956.52
500,1,1.0,1.0,54,Alphavile,365000,6759.26
380,1,1.0,1.0,41,Alphavile,320000,7804.88
550,1,1.0,1.0,61,Alphavile,470000,7704.92
420,1,1.0,1.0,50,Alphavile,340000,6800.0
690,1,1.0,1.0,60,Alphavile,400000,6666.67
500,1,1.0,1.0,38,Alphavile,249999,6578.92
300,1,1.0,1.0,41,Alphavile,320000,7804.88
265,1,1.0,1.0,44,Alphavile,330000,7500.0
715,1,1.0,1.0,64,Alphavile,370000,5781.25
270,1,1.0,1.0,44,Alphavile,420000,9545.45
350,1,1.0,1.0,50,Alphavile,320000,6400.0
480,1,1.0,1.0,48,Alphavile,340000,7083.33
380,1,1.0,1.0,36,Alphavile,420000,11666.67
286,1,1.0,1.0,49,Alphavile,205000,4183.67
286,1,1.0,1.0,40,Alphavile,215000,5375.0
645,2,1.0,1.0,74,Alphavile,540000,7297.3
650,2,1.0,1.0,74,Alphavile,630000,8513.51
330,2,1.0,1.0,60,Alphavile,420000,7000.0
550,2,1.0,1.0,60,Alphavile,399000,6650.0
813,2,1.0,1.0,69,Alphavile,360000,5217.39
970,2,1.0,1.0,67,Alphavile,405000,6044.78
900,2,1.0,1.0,80,Alphavile,550000,6875.0
550,2,1.0,1.0,71,Alphavile,770000,10845.07
890,2,1.0,1.0,64,Alphavile,400000,6250.0
423,2,1.0,1.0,73,Alphavile,365000,5000.0
700,2,1.0,1.0,69,Alphavile,555000,8043.48
380,2,1.0,1.0,70,Alphavile,550000,7857.14
460,2,1.0,1.0,70,Alphavile,295000,4214.29
350,2,1.0,1.0,52,Alphavile,335000,6442.31
500,2,1.0,1.0,57,Alphavile,370000,6491.23
500,2,1.0,1.0,60,Alphavile,540000,9000.0
700,2,1.0,1.0,70,Alphavile,400000,5714.29
850,2,1.0,1.0,75,Alphavile,455000,6066.67
550,2,1.0,1.0,90,Alphavile,500000,5555.56
590,2,1.0,1.0,73,Alphavile,650000,8904.11
744,2,1.0,1.0,84,Alphavile,600000,7142.86
390,2,1.0,1.0,50,Alphavile,244000,4880.0
736,2,1.0,1.0,92,Alphavile,650000,7065.22
470,2,1.0,1.0,72,Alphavile,419000,5819.44
885,2,1.0,1.0,78,Alphavile,580000,7435.9
640,2,1.0,1.0,70,Alphavile,600000,8571.43
600,2,1.0,1.0,86,Alphavile,550000,6395.35
1100,2,1.0,1.0,98,Alphavile,730000,7448.98
250,2,2.0,1.0,108,Alphavile,870000,8055.56
714,2,1.0,1.0,75,Alphavile,560000,7466.67
330,2,1.0,1.0,50,Alphavile,360000,7200.0
281,2,1.0,1.0,72,Alphavile,430000,5972.22
850,2,1.0,1.0,80,Alphavile,550000,6875.0
480,2,1.0,1.0,70,Alphavile,525000,7500.0
472,2,1.0,1.0,68,Alphavile,766000,11264.71
738,2,1.0,1.0,87,Alphavile,650000,7471.26
750,2,1.0,1.0,75,Alphavile,620000,8266.67
480,2,1.0,1.0,65,Alphavile,570000,8769.23
566,2,1.0,1.0,90,Alphavile,500000,5555.56
1200,2,1.0,1.0,70,Alphavile,700000,10000.0
621,2,1.0,1.0,90,Alphavile,530000,5888.89
712,2,1.0,1.0,75,Alphavile,630000,8400.0
650,2,1.0,1.0,87,Alphavile,650000,7471.26
1100,3,1.0,1.0,134,Alphavile,695000,5186.57
406,3,1.0,1.0,80,Alphavile,430000,5375.0
890,3,1.0,2.0,139,Alphavile,1100000,7913.67
1300,3,2.0,2.0,108,Alphavile,400000,3703.7
485,3,1.0,1.0,85,Alphavile,490000,5764.71
420,3,1.0,1.0,120,Alphavile,660000,5500.0
810,3,1.0,1.0,130,Alphavile,699000,5376.92
900,3,1.0,1.0,88,Alphavile,500000,5681.82
500,3,1.0,1.0,95,Alphavile,650000,6842.11
597,3,1.0,2.0,110,Alphavile,670000,6090.91
190,3,1.0,1.0,80,Alphavile,510000,6375.0
780,3,1.0,1.0,120,Alphavile,780000,6500.0
1000,3,1.0,2.0,180,Alphavile,1290000,7166.67
588,3,1.0,1.0,98,Alphavile,1100000,11224.49
1000,3,1.0,1.0,108,Alphavile,750000,6944.44
600,3,1.0,1.0,85,Alphavile,480000,5647.06
1370,3,1.0,2.0,130,Alphavile,1050000,8076.92
900,3,1.0,1.0,100,Alphavile,750000,7500.0
730,3,1.0,1.0,90,Alphavile,550000,6111.11
910,3,1.0,1.0,144,Alphavile,980000,6805.56
1000,3,1.0,2.0,125,Alphavile,825000,6600.0
1050,3,1.0,2.0,95,Alphavile,899000,9463.16
1100,3,1.0,2.0,110,Alphavile,850000,7727.27
400,3,1.0,1.0,116,Alphavile,500000,4310.34
566,3,1.0,1.0,82,Alphavile,420000,5121.95
950,3,1.0,1.0,105,Alphavile,730000,6952.38
880,3,1.0,1.0,100,Alphavile,800000,8000.0
700,3,1.0,1.0,85,Alphavile,625000,7352.94
670,3,1.0,1.0,80,Alphavile,620000,7750.0
880,3,1.0,2.0,120,Alphavile,750000,6250.0
760,3,1.0,1.0,86,Alphavile,550000,6395.35
686,3,1.0,1.0,105,Alphavile,490000,4666.67
450,3,0.0,1.0,72,Alphavile,435000,6041.67
1100,3,1.0,1.0,119,Alphavile,429900,3612.61
1500,3,1.0,2.0,125,Alphavile,1280000,10240.0
1000,3,1.0,2.0,103,Alphavile,800000,7766.99
1850,3,1.0,2.0,166,Alphavile,1600000,9638.55
1500,3,1.0,2.0,151,Alphavile,1400000,9271.52
1000,3,1.0,2.0,110,Alphavile,810000,7363.64
500,3,1.0,2.0,124,Alphavile,1100000,8870.97
675,3,1.0,1.0,155,Alphavile,658000,4245.16
465,1,1.0,1.0,48,Campo Belo,560000,11666.67
895,1,1.0,1.0,60,Campo Belo,629000,10483.33
358,1,1.0,1.0,28,Campo Belo,560000,20000.0
500,1,1.0,1.0,41,Campo Belo,550000,13414.63
350,1,1.0,1.0,21,Campo Belo,340000,16190.48
350,1,1.0,1.0,34,Campo Belo,425000,12500.0
674,1,1.0,1.0,61,Campo Belo,600000,9836.07
700,1,1.0,1.0,70,Campo Belo,700000,10000.0
947,1,1.0,1.0,40,Campo Belo,599000,14975.0
1550,1,1.0,1.0,44,Campo Belo,680000,15454.55
500,1,1.0,1.0,30,Campo Belo,385000,12833.33
1000,1,1.0,1.0,54,Campo Belo,740000,13703.7
552,1,0.0,1.0,67,Campo Belo,790000,11791.04
360,1,1.0,1.0,45,Campo Belo,530000,11777.78
495,1,1.0,1.0,54,Campo Belo,515000,9537.04
400,1,1.0,1.0,50,Campo Belo,575000,11500.0
500,1,1.0,1.0,38,Campo Belo,430000,11315.79
500,1,0.0,1.0,47,Campo Belo,670000,14255.32
600,1,1.0,1.0,45,Campo Belo,500000,11111.11
465,1,1.0,1.0,50,Campo Belo,570000,11400.0
430,1,1.0,1.0,40,Campo Belo,399000,9975.0
130,1,1.0,1.0,50,Campo Belo,130000,2600.0
1000,1,1.0,1.0,54,Campo Belo,750000,13888.89
280,1,1.0,1.0,65,Campo Belo,578000,8892.31
608,1,1.0,1.0,52,Campo Belo,550000,10576.92
500,1,1.0,1.0,30,Campo Belo,275000,9166.67
400,1,1.0,1.0,37,Campo Belo,420000,11351.35
410,1,1.0,1.0,43,Campo Belo,600000,13953.49
1071,1,1.0,1.0,44,Campo Belo,568000,12909.09
1000,1,1.0,1.0,81,Campo Belo,1250000,15432.1
1100,2,1.0,1.0,90,Campo Belo,1350000,15000.0
927,2,2.0,1.0,64,Campo Belo,760000,11875.0
500,2,2.0,1.0,78,Campo Belo,990000,12692.31
996,2,1.0,1.0,97,Campo Belo,1190000,12268.04
1500,2,1.0,1.0,68,Campo Belo,950000,13970.59
1200,2,1.0,2.0,68,Campo Belo,950000,13970.59
850,2,1.0,1.0,98,Campo Belo,960000,9795.92
300,2,1.0,1.0,66,Campo Belo,590000,8939.39
977,2,2.0,1.0,76,Campo Belo,1152000,15157.89
1200,2,1.0,1.0,83,Campo Belo,1250000,15060.24
650,2,1.0,1.0,76,Campo Belo,670000,8815.79
1100,2,1.0,1.0,79,Campo Belo,799000,10113.92
1300,2,1.0,1.0,86,Campo Belo,1000000,11627.91
600,2,1.0,1.0,70,Campo Belo,720000,10285.71
760,2,1.0,1.0,76,Campo Belo,890000,11710.53
950,2,1.0,1.0,75,Campo Belo,1150000,15333.33
860,2,2.0,1.0,76,Campo Belo,1050000,13815.79
859,2,1.0,1.0,83,Campo Belo,1400000,16867.47
936,2,1.0,1.0,70,Campo Belo,1080000,15428.57
520,2,1.0,1.0,75,Campo Belo,519000,6920.0
790,2,1.0,1.0,71,Campo Belo,950000,13380.28
580,2,1.0,1.0,65,Campo Belo,830000,12769.23
1000,2,1.0,1.0,88,Campo Belo,995000,11306.82
920,2,1.0,1.0,70,Campo Belo,1080000,15428.57
630,2,1.0,1.0,70,Campo Belo,600000,8571.43
970,2,1.0,1.0,75,Campo Belo,980000,13066.67
350,2,1.0,1.0,64,Campo Belo,600000,9375.0
1500,2,1.0,2.0,80,Campo Belo,1300000,16250.0
900,2,1.0,1.0,90,Campo Belo,980000,10888.89
990,2,1.0,1.0,86,Campo Belo,650000,7558.14
770,2,1.0,1.0,60,Campo Belo,550000,9166.67
450,2,1.0,1.0,117,Campo Belo,800000,6837.61
840,2,1.0,1.0,74,Campo Belo,930000,12567.57
450,2,1.0,1.0,68,Campo Belo,480000,7058.82
900,2,1.0,1.0,71,Campo Belo,1370000,19295.77
1692,3,1.0,2.0,94,Campo Belo,1584000,16851.06
1684,3,3.0,1.0,212,Campo Belo,1990000,9386.79
2400,3,2.0,1.0,210,Campo Belo,2740000,13047.62
590,3,1.0,1.0,90,Campo Belo,1050000,11666.67
900,3,1.0,1.0,85,Campo Belo,1199999,14117.64
1400,3,1.0,1.0,144,Campo Belo,1199999,8333.33
1350,3,1.0,2.0,135,Campo Belo,1625000,12037.04
1000,3,1.0,1.0,83,Campo Belo,900000,10843.37
1400,3,2.0,1.0,90,Campo Belo,1200000,13333.33
1400,3,1.0,2.0,110,Campo Belo,1550000,14090.91
1700,3,1.0,2.0,113,Campo Belo,1400000,12389.38
600,3,1.0,1.0,84,Campo Belo,980000,11666.67
1200,3,1.0,2.0,110,Campo Belo,1827000,16609.09
1200,3,1.0,1.0,100,Campo Belo,1550000,15500.0
900,3,1.0,1.0,104,Campo Belo,1070000,10288.46
1100,3,1.0,1.0,83,Campo Belo,970000,11686.75
900,3,3.0,2.0,124,Campo Belo,1600000,12903.23
1260,3,2.0,2.0,115,Campo Belo,1650000,14347.83
1050,3,1.0,1.0,91,Campo Belo,1150000,12637.36
710,3,3.0,1.0,90,Campo Belo,950000,10555.56
780,3,1.0,1.0,105,Campo Belo,1050000,10000.0
1630,3,3.0,2.0,148,Campo Belo,2700000,18243.24
1400,3,1.0,1.0,98,Campo Belo,1250000,12755.1
1300,3,1.0,1.0,120,Campo Belo,980000,8166.67
1150,3,1.0,1.0,96,Campo Belo,870000,9062.5
500,3,1.0,1.0,105,Campo Belo,1280000,12190.48
1400,3,1.0,2.0,100,Campo Belo,1530000,15300.0
200,3,1.0,2.0,109,Campo Belo,798000,7321.1
1300,3,1.0,2.0,120,Campo Belo,1650000,13750.0
1500,3,1.0,1.0,110,Campo Belo,1550000,14090.91
880,3,3.0,1.0,71,Campo Belo,1060000,14929.58
1133,3,1.0,1.0,122,Campo Belo,1820000,14918.03
1050,3,1.0,1.0,105,Campo Belo,920000,8761.9
700,3,0.0,0.0,89,Campo Belo,850000,9550.56
290,3,1.0,1.0,110,Campo Belo,640000,5818.18
1540,3,1.0,1.0,200,Campo Belo,2990000,14950.0
500,1,0.0,0.0,22,Itaim,265000,12045.45
410,1,1.0,1.0,37,Itaim,545000,14729.73
650,1,0.0,1.0,40,Itaim,700000,17500.0
1150,1,1.0,1.0,50,Itaim,740000,14800.0
590,1,1.0,1.0,37,Itaim,560000,15135.14
484,1,1.0,1.0,33,Itaim,450000,13636.36
650,1,1.0,1.0,60,Itaim,650000,10833.33
390,1,1.0,1.0,31,Itaim,515000,16612.9
500,1,1.0,1.0,45,Itaim,600000,13333.33
390,1,1.0,1.0,40,Itaim,400000,10000.0
380,1,1.0,1.0,40,Itaim,445000,11125.0
413,1,1.0,1.0,32,Itaim,400000,12500.0
390,1,1.0,1.0,31,Itaim,430000,13870.97
520,1,1.0,1.0,25,Itaim,270000,10800.0
420,1,1.0,1.0,25,Itaim,355000,14200.0
550,1,0.0,0.0,48,Itaim,570000,11875.0
540,1,0.0,0.0,35,Itaim,470000,13428.57
1500,1,1.0,1.0,35,Itaim,895000,25571.43
362,1,1.0,1.0,26,Itaim,449000,17269.23
370,1,1.0,1.0,30,Itaim,360000,12000.0
650,1,1.0,1.0,55,Itaim,599000,10890.91
400,1,1.0,1.0,45,Itaim,550000,12222.22
550,1,1.0,1.0,48,Itaim,630000,13125.0
515,1,1.0,1.0,36,Itaim,300000,8333.33
