cd_produto,qtde,nota,preco_liq,preco_ipi,preco_icms,p_ipi,p_icm,nm_produto,cd_cliente,nm_cliente,cidade,uf,cd_vendedor,nm_vendedor,cd_familia,nm_familia,cd_grupo,nm_grupo,cd_marca,nm_marca,data_pedido,data_nota,cd_operacao,nm_operacao,cd_sub_grupo,nm_sub_grupo,cd_linha,nm_linha,valor,lucro
4460,2,1655,2140.8,2333.47,2753.5,9,18,CELULAR COM MP3+MP3+MP3+TV CELL LING Ser,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,1,CELULAR,14,SIMPLES,5,No Tinha,2010-06-09,2010-06-10,9.999,SEM REFERENCIA,170,CELULAR COM MP3+MP3+MP3+TV,2,TELEFONIA,4281.6,128.448
751,2,1655,1060.48,1155.92,1363.99,9,18,MUITA LEMBRANCA ITAUTEC Serie 78,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,10,IPAD,10,BARATO,10,Pear,2010-06-09,2010-06-19,9.999,SEM REFERENCIA,166,MUITA LEMBRANCA,3,TI,2120.96,470.97600000000006
3819,1,1656,1833.12,1924.78,2271.24,5,18,MUITA LEMBRANCA GRAMPOLA Serie 85,200.0,CAIQUE & CAROL REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,2,Compaqto,2010-06-09,2010-06-19,9.999,SEM REFERENCIA,114,MUITA LEMBRANCA,3,TI,1833.12,249.63699200000002
2817,5,1657,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,16.0,MAC-FAB,SAO PAULO,SP,4,DAYSE,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-09,2010-06-18,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,6760.8,201.64319999999998
4535,1,1658,2176.8,2285.64,2697.06,5,18,IMAGEM AVANCADA LG Serie 56,164.0,CRC-CENTRAL RECONDICIONADORA DE COMPRESSORES LTDA,SAO PAULO,SP,1,BEATRIZ,11,TV,11,3D,20,Soni,2010-06-09,2010-06-20,9.999,SEM REFERENCIA,50,IMAGEM AVANCADA,4,SOM & IMAGEM,2176.8,209.62584
3318,2,1659,1592.64,1640.42,1935.69,3,18,PRETO DO BISAVO TELESP Serie 35,196.0,CISNE NEGRO PASTELARIA LTDA,SAO PAULO,SP,6,VIVALDO,3,TELEFONE FIXO ANTIGO,3,DO VOVO,17,Telespinho,2010-06-10,2010-06-13,9.999,SEM REFERENCIA,3,PRETO DO BISAVO,2,TELEFONIA,3185.28,105.11424000000001
3819,2,1660,1833.12,1924.78,2271.24,5,18,MUITA LEMBRANCA GRAMPOLA Serie 85,204.0,ELGIN S/A,MOGI DAS CRUZES,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,2,Compaqto,2010-06-10,2010-06-20,9.999,SEM REFERENCIA,114,MUITA LEMBRANCA,3,TI,3666.24,374.907456
3318,2,1660,1592.64,1640.42,1935.69,3,18,PRETO DO BISAVO TELESP Serie 35,204.0,ELGIN S/A,MOGI DAS CRUZES,SP,6,VIVALDO,3,TELEFONE FIXO ANTIGO,3,DO VOVO,17,Telespinho,2010-06-10,2010-06-13,9.999,SEM REFERENCIA,3,PRETO DO BISAVO,2,TELEFONIA,3185.28,105.11424000000001
2963,2,1660,1422.24,1493.35,1762.16,5,18,UM POUCO DE TUDO BUSHA DE CANHAO Serie 9,204.0,ELGIN S/A,MOGI DAS CRUZES,SP,6,VIVALDO,12,INTEGRADOS,38,COM TV,20,Soni,2010-06-10,2010-06-22,9.999,SEM REFERENCIA,38,UM POUCO DE TUDO,4,SOM & IMAGEM,2844.48,273.923424
4535,1,1661,2176.8,2285.64,2697.06,5,18,IMAGEM AVANCADA LG Serie 56,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,11,TV,11,3D,20,Soni,2010-06-10,2010-06-21,9.999,SEM REFERENCIA,50,IMAGEM AVANCADA,4,SOM & IMAGEM,2176.8,209.62584
4535,4,1662,2176.8,2285.64,2697.06,5,18,IMAGEM AVANCADA LG Serie 56,155.0,OHMS WATTS RESISTENCIAS ELETRICAS LTDA,GUARULHOS,SP,6,VIVALDO,11,TV,11,3D,20,Soni,2010-06-10,2010-06-21,9.999,SEM REFERENCIA,50,IMAGEM AVANCADA,4,SOM & IMAGEM,8707.2,838.50336
4822,2,1663,2314.56,2430.29,2867.74,5,18,COM MP3 PLUGS Serie 85,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,25,SOM ESPECIAL,3,CCL,2010-06-11,2010-06-23,9.999,SEM REFERENCIA,142,COM MP3,4,SOM & IMAGEM,4629.12,445.78425599999997
1246,1,1664,598.08,639.95,755.14,7,18,IMAGEM AVANCADA MONTVELHO Serie 27,170.0,EDU DA SANFONA LTDA,SAO PAULO,SP,6,VIVALDO,11,TV,37,LED,20,Soni,2010-06-11,2010-06-22,9.999,SEM REFERENCIA,76,IMAGEM AVANCADA,4,SOM & IMAGEM,598.08,53.827200000000005
4819,2,1665,2313.12,2428.78,2865.96,5,18,MEDIA LEMBRANCA SISNE Serie 85,173.0,TUBOS FRAN COMERCIAL LTDA-ME,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,22,XING-LING,2,Compaqto,2010-06-11,2010-06-20,9.999,SEM REFERENCIA,139,MEDIA LEMBRANCA,3,TI,4626.24,70.39401600000001
3819,4,1666,1833.12,1924.78,2271.24,5,18,MUITA LEMBRANCA GRAMPOLA Serie 85,200.0,CAIQUE & CAROL REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,2,Compaqto,2010-06-11,2010-06-21,9.999,SEM REFERENCIA,114,MUITA LEMBRANCA,3,TI,7332.48,544.508448
3317,2,1666,1592.16,1639.92,1935.11,3,18,CELULAR TECLADO Motorola Serie 34,200.0,CAIQUE & CAROL REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-11,2010-06-13,9.999,SEM REFERENCIA,2,CELULAR TECLADO,2,TELEFONIA,3184.32,105.08256000000002
2463,2,1667,1182.24,1241.35,1464.8,5,18,ATE 50 LITROS BRASTEMP Serie 49,162.0,CORT-TEC FERRAMENTAS LTDA,SAO PAULO,SP,6,VIVALDO,6,LINHA BRANCA,6,GELADEIRA,1,Brastenta,2010-06-14,2010-06-20,9.999,SEM REFERENCIA,123,ATE 50 LITROS,1,ELETRODOMESTICOS,2364.48,126.49968000000001
3320,2,1667,1593.6,1641.41,1936.86,3,18,MOEDORA ARNO Serie 35,162.0,CORT-TEC FERRAMENTAS LTDA,SAO PAULO,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2010-06-14,2010-06-19,9.999,SEM REFERENCIA,5,MOEDORA,1,ELETRODOMESTICOS,3187.2,175.29600000000002
3821,4,1667,1834.08,1925.78,2272.43,5,18,COM MP3 BUSHA DE CANHAO Serie 85,162.0,CORT-TEC FERRAMENTAS LTDA,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,38,COM TV,20,Soni,2010-06-14,2010-06-26,9.999,SEM REFERENCIA,116,COM MP3,4,SOM & IMAGEM,7336.32,706.487616
3319,2,1668,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,199.0,MARQUES E COELHO JUIZES HONESTOS LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-14,2010-06-18,9.999,SEM REFERENCIA,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
4535,2,1668,2176.8,2285.64,2697.06,5,18,IMAGEM AVANCADA LG Serie 56,199.0,MARQUES E COELHO JUIZES HONESTOS LTDA,SAO PAULO,SP,6,VIVALDO,11,TV,11,3D,20,Soni,2010-06-14,2010-06-25,9.999,SEM REFERENCIA,50,IMAGEM AVANCADA,4,SOM & IMAGEM,4353.6,419.25168
3317,1,1669,1592.16,1639.92,1935.11,3,18,CELULAR TECLADO Motorola Serie 34,38.0,CBT COMPANHIA BRASILEIRA DE TRATORES.,SAO CARLOS,SP,5,CARLINHO,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-14,2010-06-16,9.999,SEM REFERENCIA,2,CELULAR TECLADO,2,TELEFONIA,1592.16,52.54128000000001
2817,1,1670,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,7.0,SERRALHERIA E COMERCIO IRMAOS VENANCIOS LTDA ME,GUARULHOS,SP,4,DAYSE,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-14,2010-06-23,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,1352.16,175.13760000000002
1749,2,1671,839.52,915.08,1079.79,9,18,MUITA LEMBRANCA IMPERION Serie 78,180.0,CABELLO CONSTRUCOES LTDA,SAO PAULO,SP,6,VIVALDO,7,MICRO-COMPUTADOR,33,SEM SISTEMA OPERACIONAL,2,Compaqto,2010-06-14,2010-06-21,9.999,SEM REFERENCIA,189,MUITA LEMBRANCA,3,TI,1679.04,148.73760000000001
1247,2,1671,598.56,640.46,755.74,7,18,BONZINHO BUSHA DE CANHAO Serie 27,180.0,CABELLO CONSTRUCOES LTDA,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,38,COM TV,3,CCL,2010-06-14,2010-06-26,9.999,SEM REFERENCIA,77,BONZINHO,4,SOM & IMAGEM,1197.12,107.7408
748,2,1671,1059.04,1154.35,1362.14,9,18,MUITA LEMBRANCA HP Serie 78,180.0,CABELLO CONSTRUCOES LTDA,SAO PAULO,SP,6,VIVALDO,7,MICRO-COMPUTADOR,7,COM LINUX,12,Dismac,2010-06-14,2010-06-21,9.999,SEM REFERENCIA,163,MUITA LEMBRANCA,3,TI,2118.08,131.6832
3319,2,1672,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,193.0,JJ & CIA BELLA LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-15,2010-06-19,9.999,SEM REFERENCIA,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
2817,5,1673,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,16.0,MAC-FAB,SAO PAULO,SP,4,DAYSE,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-16,2010-06-25,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,6760.8,350.4864
2247,2,1674,1078.56,1132.49,1336.34,5,18,IMAGEM ULTRA VENDAVAL Serie 27,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,11,TV,24,LCD,20,Soni,2010-06-16,2010-06-27,9.999,SEM REFERENCIA,102,IMAGEM ULTRA,4,SOM & IMAGEM,2157.12,207.73065599999998
892,1,1675,1128.16,1184.57,1397.79,5,18,MUITA LEMBRANCA CELL LIBERTY Serie 92,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,8,NOTEBOOK,34,SEM SISTEMA OPERACIONAL,10,Pear,2010-06-16,2010-06-24,9.999,SEM REFERENCIA,112,MUITA LEMBRANCA,3,TI,1128.16,253.893024
750,2,1676,1060.0,1155.4,1363.37,9,18,MEDIA LEMBRANCA MICROLIXO Serie 78,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,9,NETBOOK,9,BARATO,12,Dismac,2010-06-17,2010-06-26,9.999,SEM REFERENCIA,165,MEDIA LEMBRANCA,3,TI,2120.0,124.09760000000001
2817,1,1677,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,174.0,CHAPIL SERRALHERIA E COMERCIO ME,GUARULHOS,SP,4,DAYSE,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-17,2010-06-26,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,1352.16,233.2
2817,5,1678,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,16.0,MAC-FAB,SAO PAULO,SP,4,DAYSE,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-17,2010-06-26,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,6760.8,148.73760000000001
2818,2,1679,1352.64,1447.32,1707.84,7,18,ALGUMA LEMBRANCA ITAUTEC Serie 85,153.0,CONSTRUCOES PAULO PORTELA LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,10,BARATO,2,Compaqto,2010-06-17,2010-06-27,9.999,SEM REFERENCIA,88,ALGUMA LEMBRANCA,3,TI,2705.28,743.688
751,2,1680,1060.48,1155.92,1363.99,9,18,MUITA LEMBRANCA ITAUTEC Serie 78,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,10,IPAD,10,BARATO,10,Pear,2010-06-18,2010-06-28,9.999,SEM REFERENCIA,166,MUITA LEMBRANCA,3,TI,2120.96,297.5808
750,2,1680,1060.0,1155.4,1363.37,9,18,MEDIA LEMBRANCA MICROLIXO Serie 78,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,9,NETBOOK,9,BARATO,12,Dismac,2010-06-18,2010-06-27,9.999,SEM REFERENCIA,165,MEDIA LEMBRANCA,3,TI,2120.0,233.3056
4821,2,1680,2314.08,2429.78,2867.15,5,18,IMAGEM ULTRA VENDAVAL Serie 85,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,11,TV,24,LCD,20,Soni,2010-06-18,2010-06-29,9.999,SEM REFERENCIA,141,IMAGEM ULTRA,4,SOM & IMAGEM,4628.16,445.691808
4818,2,1681,2312.64,2428.27,2865.36,5,18,MUITA LEMBRANCA DISMAC Serie 85,173.0,TUBOS FRAN COMERCIAL LTDA-ME,SAO PAULO,SP,6,VIVALDO,8,NOTEBOOK,21,COM WINDOWS,2,Compaqto,2010-06-18,2010-06-26,9.999,SEM REFERENCIA,138,MUITA LEMBRANCA,3,TI,4625.28,544.7344320000001
4819,2,1681,2313.12,2428.78,2865.96,5,18,MEDIA LEMBRANCA SISNE Serie 85,173.0,TUBOS FRAN COMERCIAL LTDA-ME,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,22,XING-LING,2,Compaqto,2010-06-18,2010-06-27,9.999,SEM REFERENCIA,139,MEDIA LEMBRANCA,3,TI,4626.24,544.3954560000001
3319,2,1681,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,173.0,TUBOS FRAN COMERCIAL LTDA-ME,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-18,2010-06-22,9.999,SEM REFERENCIA,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
4822,2,1682,2314.56,2430.29,2867.74,5,18,COM MP3 PLUGS Serie 85,159.0,CORTEFORMA FERRAMENTARIA LTDA.,STO. ANDRE,SP,1,BEATRIZ,12,INTEGRADOS,25,SOM ESPECIAL,3,CCL,2010-06-18,2010-06-30,9.999,SEM REFERENCIA,142,COM MP3,4,SOM & IMAGEM,4629.12,445.78425599999997
3317,5,1682,1592.16,1639.92,1935.11,3,18,CELULAR TECLADO Motorola Serie 34,159.0,CORTEFORMA FERRAMENTARIA LTDA.,STO. ANDRE,SP,1,BEATRIZ,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-18,2010-06-20,9.999,SEM REFERENCIA,2,CELULAR TECLADO,2,TELEFONIA,7960.8,262.70640000000003
1249,2,1682,599.52,641.49,756.95,7,18,CELULAR COM MP3+MP3 Nokia Serie 28,159.0,CORTEFORMA FERRAMENTARIA LTDA.,STO. ANDRE,SP,1,BEATRIZ,1,CELULAR,1,BASICO,66,Maca China,2010-06-18,2010-06-19,9.999,SEM REFERENCIA,79,CELULAR COM MP3+MP3,2,TELEFONIA,1199.04,35.971199999999996
462,2,1683,571.76,611.78,721.9,7,18,ALGUMA LEMBRANCA IMPERION Serie 49,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,7,MICRO-COMPUTADOR,33,SEM SISTEMA OPERACIONAL,6,IBN,2010-06-18,2010-06-25,9.999,SEM REFERENCIA,72,ALGUMA LEMBRANCA,3,TI,1143.52,131.8944
2817,4,1684,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-18,2010-06-27,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,5408.64,125.7872
3319,2,1685,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,84.0,CASARAO & CASSARO LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-18,2010-06-22,9.999,SEM REFERENCIA,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
3320,2,1686,1593.6,1641.41,1936.86,3,18,MOEDORA ARNO Serie 35,193.0,JJ & CIA BELLA LTDA,SAO PAULO,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2010-06-21,2010-06-26,9.999,SEM REFERENCIA,5,MOEDORA,1,ELETRODOMESTICOS,3187.2,175.29600000000002
465,2,1687,573.2,613.32,723.72,7,18,ALGUMA LEMBRANCA GRAMPOLA Serie 49,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,6,IBN,2010-06-21,2010-07-01,9.999,SEM REFERENCIA,75,ALGUMA LEMBRANCA,3,TI,1146.4,350.592
4535,2,1687,2176.8,2285.64,2697.06,5,18,IMAGEM AVANCADA LG Serie 56,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,11,TV,11,3D,20,Soni,2010-06-21,2010-07-02,9.999,SEM REFERENCIA,50,IMAGEM AVANCADA,4,SOM & IMAGEM,4353.6,419.25168
3319,2,1688,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,193.0,JJ & CIA BELLA LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-21,2010-06-25,9.999,SEM REFERENCIA,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
2459,2,1688,1180.32,1239.34,1462.42,5,18,+TOUCH+TV Motorola Serie 49,193.0,JJ & CIA BELLA LTDA,SAO PAULO,SP,6,VIVALDO,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-21,2010-06-23,9.999,SEM REFERENCIA,119,+TOUCH+TV,2,TELEFONIA,2360.64,75.776544
2817,2,1689,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,65.0,VIACAO SANTA CRUZ S/A,CAMPINAS,SP,1,BEATRIZ,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-21,2010-06-30,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,2704.32,259.6704
2817,2,1690,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-21,2010-06-30,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,2704.32,297.47520000000003
3320,2,1691,1593.6,1641.41,1936.86,3,18,MOEDORA ARNO Serie 35,185.0,CRYSTOVARO & GENIO INVENTORES LTDA,SAO PAULO,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2010-06-22,2010-06-27,9.999,SEM REFERENCIA,5,MOEDORA,1,ELETRODOMESTICOS,3187.2,175.29600000000002
2817,2,1692,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-22,2010-07-01,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,2704.32,350.592
4535,2,1693,2176.8,2285.64,2697.06,5,18,IMAGEM AVANCADA LG Serie 56,155.0,OHMS WATTS RESISTENCIAS ELETRICAS LTDA,GUARULHOS,SP,6,VIVALDO,11,TV,11,3D,20,Soni,2010-06-22,2010-07-03,9.999,SEM REFERENCIA,50,IMAGEM AVANCADA,4,SOM & IMAGEM,4353.6,419.25168
2818,1,1694,1352.64,1447.32,1707.84,7,18,ALGUMA LEMBRANCA ITAUTEC Serie 85,226.0,SANTA FE PRESENTES LTDA,FORMIGA,MG,6,VIVALDO,10,IPAD,10,BARATO,2,Compaqto,2010-06-23,2010-07-03,9.999,SEM REFERENCIA,88,ALGUMA LEMBRANCA,3,TI,1352.64,478.896
2817,2,1695,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-23,2010-07-02,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,2704.32,148.7904
2817,2,1697,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-24,2010-07-03,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,2704.32,297.47520000000003
3319,2,1698,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,200.0,CAIQUE & CAROL REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-24,2010-06-28,9.999,SEM REFERENCIA,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
3317,2,1698,1592.16,1639.92,1935.11,3,18,CELULAR TECLADO Motorola Serie 34,200.0,CAIQUE & CAROL REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-24,2010-06-26,9.999,SEM REFERENCIA,2,CELULAR TECLADO,2,TELEFONIA,3184.32,105.08256000000002
2817,2,1699,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-24,2010-07-03,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,2704.32,350.27520000000004
3319,2,1700,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,173.0,TUBOS FRAN COMERCIAL LTDA-ME,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-24,2010-06-28,9.999,SEM REFERENCIA,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
3826,2,1701,1836.48,1928.3,2275.4,5,18,CONDICIONA AR VENTILVA Serie 85,173.0,TUBOS FRAN COMERCIAL LTDA-ME,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-24,2010-06-28,9.999,SEM REFERENCIA,121,CONDICIONA AR,1,ELETRODOMESTICOS,3672.96,196.50336000000004
3318,2,1701,1592.64,1640.42,1935.69,3,18,PRETO DO BISAVO TELESP Serie 35,173.0,TUBOS FRAN COMERCIAL LTDA-ME,SAO PAULO,SP,6,VIVALDO,3,TELEFONE FIXO ANTIGO,3,DO VOVO,17,Telespinho,2010-06-24,2010-06-27,9.999,SEM REFERENCIA,3,PRETO DO BISAVO,2,TELEFONIA,3185.28,105.11424000000001
2964,2,1702,1422.72,1493.86,1762.75,5,18,UM POUCO DE TUDO CONSORTE FUNCA Serie 99,236.0,FAZANARO INDUSTRIA E COMERCIO S/A,RIO DAS PEDRAS,SP,6,VIVALDO,13,RADIOS,39,TOCADOR DE MP3,30,Fostonofunca,2010-06-25,2010-07-08,9.999,SEM REFERENCIA,39,UM POUCO DE TUDO,4,SOM & IMAGEM,2845.44,274.01587200000006
2817,2,1703,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,16.0,MAC-FAB,SAO PAULO,SP,4,DAYSE,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-25,2010-07-04,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,2704.32,312.9984
2817,2,1704,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,156.0,CONSISTEC CONTROLES E SISTEMAS DE AUTOMACAO LTDA.,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-25,2010-07-04,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,2704.32,297.47520000000003
3819,1,1705,1833.12,1924.78,2271.24,5,18,MUITA LEMBRANCA GRAMPOLA Serie 85,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,2,Compaqto,2010-06-25,2010-07-05,9.999,SEM REFERENCIA,114,MUITA LEMBRANCA,3,TI,1833.12,318.298464
3823,2,1705,1835.04,1926.79,2273.61,5,18,CELULAR COM MP3+MP3+MP3+TV Nokia Serie 8,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,1,CELULAR,1,BASICO,5,No Tinha,2010-06-25,2010-06-26,9.999,SEM REFERENCIA,118,CELULAR COM MP3+MP3+MP3+TV,2,TELEFONIA,3670.08,117.809568
747,2,1706,1058.56,1153.83,1361.52,9,18,ATE 50 LITROS BRASTEMP Serie 77,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,6,LINHA BRANCA,6,GELADEIRA,11,Frigidaire,2010-06-25,2010-07-01,9.999,SEM REFERENCIA,162,ATE 50 LITROS,1,ELETRODOMESTICOS,2117.12,105.856
3319,4,1707,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,84.0,CASARAO & CASSARO LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-25,2010-06-29,9.999,SEM REFERENCIA,4,VENTOSO,1,ELETRODOMESTICOS,6372.48,350.48640000000006
2817,2,1708,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,65.0,VIACAO SANTA CRUZ S/A,CAMPINAS,SP,1,BEATRIZ,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-28,2010-07-07,9.999,SEM REFERENCIA,87,MEDIA LEMBRANCA,3,TI,2704.32,700.9728
